"source_file","contract_number","contract_id","contract_subject","contract_domain","supplier_name","supplier_id","item_id","item_type","item_description","item_sku","quantity","unit_price","total_price","has_discount","discount_type","discount_value","original_price","discounted_price","is_bundle","bundle_components","is_multi_year","duration_years","total_price_multi_year","annual_rate","classification_label","class_l1","class_l2","class_l3","class_confidence_level","class_final_score","class_method","class_timestamp","class_macro_type"
"01. Batch 1\7010162447\acq_all_oda\7010162447 0000289882 BV TECH SPA 20200224_v1.pdf","7010162447","701016244701","Documento di ordinazione N° 7010162447 del 24.02.2020 - Fornitura di servizi DCS Housing e Outsourcing Personalizzato Dati","cloud","BV TECH S.P.A.","267282143798887","7010162447010001","SERVICE","COMMERCIALE Outsourcing Personalizzato Dati. CODICE ESTERNO: VAS-270120-70. CLIENTE: BANCA POPOLARE DI SONDRIO SOC.COOP. PER AZ. OGGETTO: [IdSiebel=IS:1-60ULVFG--CP:--TG U:34211148523--ING:--] Outsourcing Personalizzato Dati.","","12.0","990.0","11880.0","False","","0.0","0.0","0.0","False","","False","0","0.0","0.0","SERVIZIO/MANAGED_SERVICES/IT_OUTSOURCING","SERVIZIO","MANAGED_SERVICES","IT_OUTSOURCING","MEDIUM","0.6910075168609618","intelligent_multi_step","2025-10-09T01:29:28.247785","SERVICE"
"01. Batch 1\7010162447\acq_all_oda\7010162447 0000289882 BV TECH SPA 20200224_v1.pdf","7010162447","701016244701","Documento di ordinazione N° 7010162447 del 24.02.2020 - Fornitura di servizi DCS Housing e Outsourcing Personalizzato Dati","cloud","BV TECH S.P.A.","267282143798887","7010162447010002","SERVICE","COMMERCIALE DCS Housing. CODICE ESTERNO: VAS-270120-70. CLIENTE: BANCA POPOLARE DI SONDRIO SOC.COOP. PER AZ. OGGETTO: [IdSiebel=IS:1-60ULVFG--CP:--TG U:34211148523--ING:--] DCS Housing.","","12.0","26730.0","320760.0","False","","0.0","0.0","0.0","False","","False","0","0.0","0.0","SERVIZIO/MANAGED_SERVICES/IT_OUTSOURCING","SERVIZIO","MANAGED_SERVICES","IT_OUTSOURCING","MEDIUM","0.748631495475769","intelligent_multi_step","2025-10-09T01:29:33.415610","SERVICE"
"01. Batch 1\7010162447\acq_all_oda\7010162447 0000289882 BV TECH SPA 20200224_v1.pdf","7010162447","701016244701","Documento di ordinazione N° 7010162447 del 24.02.2020 - Fornitura di servizi DCS Housing e Outsourcing Personalizzato Dati","cloud","BV TECH S.P.A.","267282143798887","7010162447010003","SERVICE","COMMERCIALE DCS Housing per B.POP. SONDRIO. CODICE ESTERNO: VAS-270120-70. CLIENTE: BANCA POPOLARE DI SONDRIO SOC.COOP. PER AZ. OGGETTO: [IdSiebel=IS:1-60ULVFG--CP:--TG U:34211148523--ING:--] Ns. Rif.: CBV190470.06 - Offerta per Attività per RFP Data Center Sondrio - DCS Housing.","","12.0","73425.0","881100.0","False","","0.0","0.0","0.0","False","","False","0","0.0","0.0","SERVIZIO/MANAGED_SERVICES/IT_OUTSOURCING","SERVIZIO","MANAGED_SERVICES","IT_OUTSOURCING","MEDIUM","0.6951731402873993","intelligent_multi_step","2025-10-09T01:29:38.014255","SERVICE"
"01. Batch 1\7010163228\acq_all_oda\7010163228 0000283750 MATICMIND SPA 20200313_v1.pdf","7010163228","701016322801","FORNITURA E MANUTENZIONE APPARATI CISCO PER AMPLIAMENTO RETE DEL CLIENTE GSS - GENERALI SHARED SERVICES S.C.A.R.L.","networking","MATICMIND SPA","250387406080783","7010163228010001","SERVICE","MANUTENZIONE 6 MESI (5° ANNO) APPARATI CISCO PER AMPLIAMENTO RETE DEL CLIENTE, come dettagliato nell'offerta n. 524653A del 30/1/2020. Rda N° 2100819941 TCPSMP-18-1111-O-TR1.SW","","1.0","666.66","666.66","False","","0.0","0.0","0.0","False","","False","0","0.0","0.0","SERVIZIO/PROFESSIONAL_SERVICES/SUPPORT","SERVIZIO","PROFESSIONAL_SERVICES","SUPPORT","MEDIUM","0.7203641872406005","intelligent_multi_step","2025-10-09T01:38:32.539882","SERVICE"
"01. Batch 1\7010163228\acq_all_oda\7010163228 0000283750 MATICMIND SPA 20200313_v1.pdf","7010163228","701016322801","FORNITURA E MANUTENZIONE APPARATI CISCO PER AMPLIAMENTO RETE DEL CLIENTE GSS - GENERALI SHARED SERVICES S.C.A.R.L.","networking","MATICMIND SPA","250387406080783","7010163228010002","SERVICE","MANUTENZIONE 1° ANNO APPARATI CISCO PER AMPLIAMENTO RETE DEL CLIENTE, come dettagliato nell'offerta n. 524653A del 30/1/2020. Rda N° 2100819941 TCPSMP-18-1111-O-TR1.SW","","1.0","1333.32","1333.32","False","","0.0","0.0","0.0","False","","False","0","0.0","0.0","","","","","","","","",""
"01. Batch 1\7010163228\acq_all_oda\7010163228 0000283750 MATICMIND SPA 20200313_v1.pdf","7010163228","701016322801","FORNITURA E MANUTENZIONE APPARATI CISCO PER AMPLIAMENTO RETE DEL CLIENTE GSS - GENERALI SHARED SERVICES S.C.A.R.L.","networking","MATICMIND SPA","250387406080783","7010163228010003","HARDWARE","FORNITURA APPARATI CISCO PER AMPLIAMENTO RETE DEL CLIENTE, come dettagliato nell'offerta n. 524653A del 30/1/2020. Rda N° 2100819941","","1.0","153374.3","153374.3","False","","0.0","0.0","0.0","False","","False","0","0.0","0.0","HW/NETWORKING/SECURITY","HW","NETWORKING","SECURITY","HIGH","0.814875462770462","intelligent_multi_step","2025-10-09T01:38:35.910671","HARDWARE"
"01. Batch 1\7010163417\acq_all_oda\7010163417 0000283750 MATICMIND SPA 20200319_v1.pdf","7010163417","701016341701","Ordine di fornitura di router generici e servizi annessi (Contratto N° 7010163417)","networking","MATICMIND SPA","250387406080783","7010163417010001","SERVICE","COMMERCIALE ROUTER GENERICI - CODICE ESTERNO: VAS-100320-04 FORNITORE: MATICMIND SPA CLIENTE: GSS - GENERALI SHARED SERVICES S.C.A.R.L. DESTINAZIONE: v maroccesa14, 0000 - moglian veneto, mogliano","","1.0","133.32","133.32","False","","0.0","0.0","0.0","False","","False","0","0.0","0.0","HW/NETWORKING/ROUTERS","HW","NETWORKING","ROUTERS","MEDIUM","0.594","intelligent_multi_step","2025-10-09T01:38:39.417814","SERVICE"
"01. Batch 1\7010163417\acq_all_oda\7010163417 0000283750 MATICMIND SPA 20200319_v1.pdf","7010163417","701016341701","Ordine di fornitura di router generici e servizi annessi (Contratto N° 7010163417)","networking","MATICMIND SPA","250387406080783","7010163417010002","SERVICE","COMMERCIALE ROUTER GENERICI","","1.0","266.64","266.64","False","","0.0","0.0","0.0","False","","False","0","0.0","0.0","HW/NETWORKING/ROUTERS","HW","NETWORKING","ROUTERS","MEDIUM","0.6359999999999999","intelligent_multi_step","2025-10-09T01:38:42.071687","SERVICE"
"01. Batch 1\7010163417\acq_all_oda\7010163417 0000283750 MATICMIND SPA 20200319_v1.pdf","7010163417","701016341701","Ordine di fornitura di router generici e servizi annessi (Contratto N° 7010163417)","networking","MATICMIND SPA","250387406080783","7010163417010003","HARDWARE","ROUTER GENERICI - CODICE ESTERNO: VAS-100320-04 FORNITORE: MATICMIND SPA CLIENTE: GSS - GENERALI SHARED SERVICES S.C.A.R.L. DESTINAZIONE: v maroccesa14, 0000 - moglian veneto, mogliano","","1.0","32082.0","32082.0","False","","0.0","0.0","0.0","False","","False","0","0.0","0.0","","","","","","","","",""
"01. Batch 1\7010164589\acq_all_oda\7010164589 0000283750 MATICMIND SPA 20200417_v1.pdf","7010164589","701016458901","FORNITURA E POSA APPARATI PER INFRASTRUTTURA FORTINET E MANUTENZIONE 5 ANNI PER RETE DEL CLIENTE: ASUR MARCHE","networking","MATICMIND SPA","250387406080783","7010164589010001","SERVICE","COMMERCIALE Help desk e Servizi 1° anno x CUP MARCHE Lotto 2. Canone annuo Servizio Help Desk 8x5 per apparati Fortinet Lotto 0001 + Sistemista Security Expert - Pacchetto 10 giornate a consumo da remoto/onsite 1° anno, come dettagliato nell'offerta MM19OFF52697-5B del 9/4/2020.","","1.0","2400.0","2400.0","False","","0.0","0.0","0.0","False","","False","0","0.0","0.0","SERVIZIO/PROFESSIONAL_SERVICES/SUPPORT","SERVIZIO","PROFESSIONAL_SERVICES","SUPPORT","HIGH","0.7574022660255433","intelligent_multi_step","2025-10-09T01:38:47.343860","SERVICE"
"01. Batch 1\7010164589\acq_all_oda\7010164589 0000283750 MATICMIND SPA 20200417_v1.pdf","7010164589","701016458901","FORNITURA E POSA APPARATI PER INFRASTRUTTURA FORTINET E MANUTENZIONE 5 ANNI PER RETE DEL CLIENTE: ASUR MARCHE","networking","MATICMIND SPA","250387406080783","7010164589010002","HARDWARE","FORNITURA INSTALLAZIONE E CONFIGURAZIONE APPARATI FORTINET PER RETE DEL CLIENTE ASUR MARCHE. LOTTO 001 E 002, come dettagliato nell'offerta MM19OFF52697-5B del 9/4/2020.","","1.0","92754.0","92754.0","False","","0.0","0.0","0.0","False","","False","0","0.0","0.0","HW/NETWORKING/SECURITY","HW","NETWORKING","SECURITY","HIGH","0.8058719301223755","intelligent_multi_step","2025-10-09T01:38:51.185487","HARDWARE"
"01. Batch 1\7010166375\acq_all_oda\7010166375 0000283750 MATICMIND SPA 20200618_v1.pdf","7010166375","701016637501","FORNITURA IN OPERA APP.TI HUAWEI E MANUTENZIONE 5 ANNI PER RETE DATI DEL CLIENTE: DIPHARMA FRANCIS S.R.L. PRESSO SEDE DI BARANZATE","networking","MATICMIND SPA","250387406080783","7010166375010001","SERVICE","MANUTENZIONE 1° ANNO SU APP.TI PER RETE DATI DEL CLIENTE, COME DETTAGLIATO NELL'OFFERTA SOPRA CITATA. Servizio di Assistenza Tecnica e Manutenzione con parti di ricambio a carico Maticmind. Copertura del servizio dal lunedì - domenica nelle seguenti modalità: feriali e festivi dalle 00:00 alle 24:00. In caso di guasto il ripristino hardware verrà effettuato entro 8 ore. PERIODO DI RIFERIMENTO: DAL 01/07/2020 AL 30/06/2021 (Rda N° 2100838803 TCPSMP-18-1111-O-TR1.MV)","","1.0","638.88","638.88","False","","0.0","0.0","0.0","False","","False","0","0.0","0.0","SERVIZIO/PROFESSIONAL_SERVICES/SUPPORT","SERVIZIO","PROFESSIONAL_SERVICES","SUPPORT","MEDIUM","0.7123082194328308","intelligent_multi_step","2025-10-09T01:38:56.449129","SERVICE"
"01. Batch 1\7010166375\acq_all_oda\7010166375 0000283750 MATICMIND SPA 20200618_v1.pdf","7010166375","701016637501","FORNITURA IN OPERA APP.TI HUAWEI E MANUTENZIONE 5 ANNI PER RETE DATI DEL CLIENTE: DIPHARMA FRANCIS S.R.L. PRESSO SEDE DI BARANZATE","networking","MATICMIND SPA","250387406080783","7010166375010002","HARDWARE","FORNITURA APP.TI HUAWEI PER RETE DATI DEL CLIENTE, COME DETTAGLIATO NELL'OFFERTA SOPRA CITATA (Rda N° 2100838803 EXE_BEPRTDK_NO_LARGE)","","1.0","6938.55","6938.55","False","","0.0","0.0","0.0","False","","False","0","0.0","0.0","HW/NETWORKING/WIRELESS","HW","NETWORKING","WIRELESS","HIGH","0.7961929039955139","intelligent_multi_step","2025-10-09T01:38:59.631116","HARDWARE"
"01. Batch 1\7010166430\acq_all_oda\7010166430 0000283750 MATICMIND SPA 20200622_v1.pdf","7010166430","701016643001","Fornitura in opera di apparati Huawei e servizio di manutenzione per 5 anni per il cliente finale DiPharma Francis S.R.L.","networking","MATICMIND SPA","250387406080783","7010166430010001","SERVICE","Manutenzione 1° anno su apparati Huawei per rete dati del cliente DIPHARMA FRANCIS S.R.L. a Mereto di Tomba, UD. Servizio di assistenza tecnica e manutenzione con parti di ricambio a carico Maticmind. Copertura del servizio dal lunedì alla domenica, feriali e festivi dalle 00:00 alle 24:00. Ripristino hardware entro 8 ore in caso di guasto.","","1.0","196.0","196.0","False","","0.0","0.0","0.0","False","","False","0","0.0","0.0","SERVIZIO/PROFESSIONAL_SERVICES/SUPPORT","SERVIZIO","PROFESSIONAL_SERVICES","SUPPORT","MEDIUM","0.6309807209968566","intelligent_multi_step","2025-10-09T01:39:04.214119","SERVICE"
"01. Batch 1\7010166430\acq_all_oda\7010166430 0000283750 MATICMIND SPA 20200622_v1.pdf","7010166430","701016643001","Fornitura in opera di apparati Huawei e servizio di manutenzione per 5 anni per il cliente finale DiPharma Francis S.R.L.","networking","MATICMIND SPA","250387406080783","7010166430010002","SERVICE","Servizi professionali IMI per installazione apparati Huawei per rete del cliente DIPHARMA FRANCIS S.R.L. a Mereto di Tomba, UD, come dettagliato nell'offerta MM19OFF50397 (Ver. 4) del 20/09/2020.","","1.0","400.0","400.0","False","","0.0","0.0","0.0","False","","False","0","0.0","0.0","SERVIZIO/INFRASTRUCTURE_SERVICES/INSTALLATION","SERVIZIO","INFRASTRUCTURE_SERVICES","INSTALLATION","MEDIUM","0.6379890968799591","intelligent_multi_step","2025-10-09T01:39:07.920678","SERVICE"
"01. Batch 1\7010166430\acq_all_oda\7010166430 0000283750 MATICMIND SPA 20200622_v1.pdf","7010166430","701016643001","Fornitura in opera di apparati Huawei e servizio di manutenzione per 5 anni per il cliente finale DiPharma Francis S.R.L.","networking","MATICMIND SPA","250387406080783","7010166430010003","HARDWARE","Fornitura apparati Huawei per rete del cliente DIPHARMA FRANCIS S.R.L. a Mereto di Tomba, UD, come dettagliato nell'offerta MM19OFF50397 (Ver. 4) del 20/09/2020.","","1.0","2339.44","2339.44","False","","0.0","0.0","0.0","False","","False","0","0.0","0.0","HW/NETWORKING/WIRELESS","HW","NETWORKING","WIRELESS","HIGH","0.7864221403598786","intelligent_multi_step","2025-10-09T01:39:11.280622","HARDWARE"
"01. Batch 1\7010166442\acq_all_oda\7010166442 0000283750 MATICMIND SPA 20200622_v1.pdf","7010166442","701016644201","FORNITURA IN OPERA APP.TI HUAWEI E MANUTENZIONE 5 ANNI PER RETE DATI DEL CLIENTE, DIPHARMA FRANCIS S.R.L. DESTINAZIONE: V. XXIV MAGGIO 40 - - MERETO DI TOMBA, UD - SEDE CARONNO PERTUSELLA. PER DETTAGLIO APP.TI E SERVIZI, RIF. OFFERTA N. MM19OFF50397 (Ver. 4) DEL 20/09/2020","networking","MATICMIND SPA","250387406080783","7010166442010001","SERVICE","MANUTENZIONE 1° ANNO SU APP.TI HUAWEI PER RETE DATI DEL CLIENTE, CON SERVIZIO DI ASSISTENZA TECNICA E MANUTENZIONE CON PARTI DI RICAMBIO A CARICO MATICMIND. COPERTURA DEL SERVIZIO DAL LUNEDÌ - DOMENICA NELLE SEGUENTI MODALITÀ: FERIALI E FESTIVI DALLE 00:00 ALLE 24:00. RIPRISTINO HARDWARE ENTRO 8 ORE.","2100838891 TCPSMP-18-1111-O-TR1.MV","1.0","652.0","652.0","False","","0.0","0.0","0.0","False","","False","0","0.0","0.0","SERVIZIO/PROFESSIONAL_SERVICES/SUPPORT","SERVIZIO","PROFESSIONAL_SERVICES","SUPPORT","MEDIUM","0.664719648361206","intelligent_multi_step","2025-10-09T01:26:11.866750","SERVICE"
"01. Batch 1\7010166442\acq_all_oda\7010166442 0000283750 MATICMIND SPA 20200622_v1.pdf","7010166442","701016644201","FORNITURA IN OPERA APP.TI HUAWEI E MANUTENZIONE 5 ANNI PER RETE DATI DEL CLIENTE, DIPHARMA FRANCIS S.R.L. DESTINAZIONE: V. XXIV MAGGIO 40 - - MERETO DI TOMBA, UD - SEDE CARONNO PERTUSELLA. PER DETTAGLIO APP.TI E SERVIZI, RIF. OFFERTA N. MM19OFF50397 (Ver. 4) DEL 20/09/2020","networking","MATICMIND SPA","250387406080783","7010166442010002","HARDWARE","FORNITURA APP.TI HUAWEI PER RETE DATI DEL CLIENTE, COME DETTAGLIATO NELL'OFFERTA SOPRA CITATA (TD Gen NO LARGE)","2100838891 EXE_BEPRTDK_NO_LARGE","1.0","6933.26","6933.26","False","","0.0","0.0","0.0","False","","False","0","0.0","0.0","HW/NETWORKING/SECURITY","HW","NETWORKING","SECURITY","MEDIUM","0.6799637956619262","intelligent_multi_step","2025-10-09T01:26:07.945731","HARDWARE"
"01. Batch 1\7010166709\acq_all_oda\20.PSH.002958.00.pdf","7010166709","701016670901","Offerta per gara cliente SIAG ""193/2019 Fornitura di sistemi server e storage per il progetto DCST Lotto 1 e Lotto 2""","IT","LUTECH S.P.A.","228961212086989","7010166709010001","SERVICE","Costi da interferenza (Lotto 1)","","1.0","0.0","0.0","False","","0.0","0.0","0.0","False","","False","0","0.0","0.0","SERVIZIO/MANAGED_SERVICES/IT_OUTSOURCING","SERVIZIO","MANAGED_SERVICES","IT_OUTSOURCING","MEDIUM","0.6951681275367737","intelligent_multi_step","2025-10-09T01:34:50.512561","SERVICE"
"01. Batch 1\7010166709\acq_all_oda\20.PSH.002958.00.pdf","7010166709","701016670901","Offerta per gara cliente SIAG ""193/2019 Fornitura di sistemi server e storage per il progetto DCST Lotto 1 e Lotto 2""","IT","LUTECH S.P.A.","228961212086989","7010166709010002","SERVICE","Servizio di installazione (Lotto 1)","","1.0","0.0","11400.0","False","","0.0","0.0","0.0","False","","False","0","0.0","0.0","SERVIZIO/MANAGED_SERVICES/INFRASTRUCTURE","SERVIZIO","MANAGED_SERVICES","INFRASTRUCTURE","HIGH","0.8011387810707092","intelligent_multi_step","2025-10-09T01:34:54.173520","SERVICE"
"01. Batch 1\7010166709\acq_all_oda\20.PSH.002958.00.pdf","7010166709","701016670901","Offerta per gara cliente SIAG ""193/2019 Fornitura di sistemi server e storage per il progetto DCST Lotto 1 e Lotto 2""","IT","LUTECH S.P.A.","228961212086989","7010166709010003","SERVICE","Supporto specialistico a consumo (Lotto 2)","","45.0","0.0","38000.0","False","","0.0","0.0","0.0","False","","False","0","0.0","0.0","SERVIZIO/PROFESSIONAL_SERVICES/SUPPORT","SERVIZIO","PROFESSIONAL_SERVICES","SUPPORT","MEDIUM","0.5953315114974975","intelligent_multi_step","2025-10-09T01:34:57.490447","SERVICE"
"01. Batch 1\7010166709\acq_all_oda\20.PSH.002958.00.pdf","7010166709","701016670901","Offerta per gara cliente SIAG ""193/2019 Fornitura di sistemi server e storage per il progetto DCST Lotto 1 e Lotto 2""","IT","LUTECH S.P.A.","228961212086989","7010166709010004","SERVICE","Servizi di installazione Isilon e ECS (Lotto 2)","","1.0","0.0","49400.0","False","","0.0","0.0","0.0","False","","False","0","0.0","0.0","SERVIZIO/MANAGED_SERVICES/INFRASTRUCTURE","SERVIZIO","MANAGED_SERVICES","INFRASTRUCTURE","MEDIUM","0.7294333863258361","intelligent_multi_step","2025-10-09T01:35:00.552285","SERVICE"
"01. Batch 1\7010166709\acq_all_oda\20.PSH.002958.00.pdf","7010166709","701016670901","Offerta per gara cliente SIAG ""193/2019 Fornitura di sistemi server e storage per il progetto DCST Lotto 1 e Lotto 2""","IT","LUTECH S.P.A.","228961212086989","7010166709010005","SERVICE","Servizio di manutenzione HW e SW del tipo Mission Critical 24x7 (Lotto 1) - Anno 1","","1.0","0.0","69920.0","False","","0.0","0.0","0.0","False","","False","0","0.0","0.0","SERVIZIO/MANAGED_SERVICES/INFRASTRUCTURE","SERVIZIO","MANAGED_SERVICES","INFRASTRUCTURE","MEDIUM","0.6948225576877594","intelligent_multi_step","2025-10-09T01:35:03.963644","SERVICE"
"01. Batch 1\7010166709\acq_all_oda\20.PSH.002958.00.pdf","7010166709","701016670901","Offerta per gara cliente SIAG ""193/2019 Fornitura di sistemi server e storage per il progetto DCST Lotto 1 e Lotto 2""","IT","LUTECH S.P.A.","228961212086989","7010166709010006","HARDWARE","Fornitura dei sistemi HW e SW (Lotto 2)","","1.0","0.0","339150.0","False","","0.0","0.0","0.0","False","","False","0","0.0","0.0","HW/NETWORKING/SDN_NFV","HW","NETWORKING","SDN_NFV","HIGH","0.7933967747688293","intelligent_multi_step","2025-10-09T01:35:07.393451","HARDWARE"
"01. Batch 1\7010166709\acq_all_oda\20.PSH.002958.00.pdf","7010166709","701016670901","Offerta per gara cliente SIAG ""193/2019 Fornitura di sistemi server e storage per il progetto DCST Lotto 1 e Lotto 2""","IT","LUTECH S.P.A.","228961212086989","7010166709010007","HARDWARE","Fornitura dei sistemi HW e SW (Lotto 1)","","1.0","0.0","712500.0","False","","0.0","0.0","0.0","False","","False","0","0.0","0.0","","","","","","","","",""
"01. Batch 1\7010166709\acq_all_oda\offerta (7).pdf","7010166709","701016670902","Offerta per gara cliente SIAG ""193/2019 Fornitura di sistemi server e storage per il progetto DCST Lotto 1 e Lotto 2""","IT","LUTECH S.P.A.","228961212086989","7010166709020001","SERVICE","Opzione proroga tecnica per ulteriori 6 mesi di manutenzione e supporto per apparecchiature Lotto 2","","0.0","0.0","42150.0","False","","0.0","0.0","0.0","False","","False","0","0.0","0.0","SERVIZIO/PROFESSIONAL_SERVICES/SUPPORT","SERVIZIO","PROFESSIONAL_SERVICES","SUPPORT","HIGH","0.7751507015228271","intelligent_multi_step","2025-10-09T01:35:11.078809","SERVICE"
"01. Batch 1\7010166709\acq_all_oda\offerta (7).pdf","7010166709","701016670902","Offerta per gara cliente SIAG ""193/2019 Fornitura di sistemi server e storage per il progetto DCST Lotto 1 e Lotto 2""","IT","LUTECH S.P.A.","228961212086989","7010166709020002","SERVICE","Servizio di manutenzione Hardware e Software 24x7 Mission Critical per Lotto 2, Anno 1","","0.0","0.0","50465.16","False","","0.0","0.0","0.0","False","","True","5","252325.79","50465.16","SERVIZIO/MANAGED_SERVICES/INFRASTRUCTURE","SERVIZIO","MANAGED_SERVICES","INFRASTRUCTURE","HIGH","0.7747577214241027","intelligent_multi_step","2025-10-09T01:35:14.996398","SERVICE"
